,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,job_requirement,min_salary,max_salary
655,accountant,/job/accounts-assistant-ceramique-aesthetics-a89cdc38996f263eadad92f4e98659b2,Accounts Assistant,Accounting / Auditing / Taxation,"THE CENTRAL, 8 EU TONG SEN STREET 059818",Part Time,Fresh/entry level,Posted 11 Jan 2019,Closing on 10 Feb 2019,"The Accounts Executive/Accounts Assistant reports to the Accountant to support the finance department in carrying out the responsibilities of the accounting department. He/She covers duties such as work that is specific to accounts receivable, accounts payable, tax filing, data compilation, billing, payroll or other accounting tasks. He/She works specifically with accruals, fixed assets accounting or the monthly and yearly finalisation of accounts for audit purposes. He/She assists with the preparation of trial balance, basic financial statements and simple consolidated financial statements. He/She may be called on to participate in ad-hoc finance-related projects and systems testing when necessary. • Handle AP duties, including processing of invoices, staff reimbursement claims and preparation of payments to local and overseas suppliers to ensure payments are executed in timely manner • T&E processing and reconciliation • Prepayment and Accruals • Month end reconciliation • Handle AR reconciliations and credit control collections • Inventory reconciliation • Bank reconciliation • Assist in month end close processing and reporting • Data Entry, invoicing, filling and documentation. • Timely and accurate of monthly CPF submssions, Staff Payroll and annual IR8 submission, • Quarterly GST Submissions, • Generate reports from Xero and POS system. • Provide administrative support and other add-hoc duties as assigned.",CERAMIQUE AESTHETICS PTE. LIMITED,"Ceramique Aesthetics is a one-stop expert solutions for your skin, face and hair needs. Through advanced, technology and using organic-grade products, we are committed to helping our customers create their masterpiece look and feel in their best. "," Nitec / Certificate, Diploma in Finance/Accountancy or equivalent. At least 1 Year(s) of working experience in the related field is required for this position. Knowledge of Xero accounting system, proficiency in MS Word and ExceL Independent, meticulous, resourceful and analytical in nature. Strong team player with positive attitude and a strong sense of responsibility Able to commence within short notice preferable  Location: Town, near MRT To apply, please email your detailed CV in MS Word format to accounts@ceramique.com.sg with the following details inside your CV for faster processing:  Reasons for leaving for each past and current employment Salary drawn for each past and current employment Expected salary Earliest availability date  We regret that only short-listed candidates will be contacted shortly.",600.0,1800.0
656,accountant,/job/accountant-a25d02073643748fe29433ad078c7101,,,,,,,,,,,,,
657,accountant,/job/financial-accountant-merit-medical-singapore-d1a60974df1bf253d38ee02411751a3b,Financial Accountant,Accounting / Auditing / Taxation,,Full Time,Senior Management,Posted 10 Jan 2019,Closing on 09 Feb 2019,"PURPOSE OF JOB  Responsible for the preparation of reporting and payment processing of Merit Medical Singapore Pte Ltd., inter alia spending (Labor & Overhead) analysis and accruals analysis Perform receipts both intercompany and 3rd party and monitoring of AR collection Assist in the compilation and preparation of schedule for tax return purposes Responsible for the preparation of monthly management reports, inter alia P&L and FCF analysis    JOB FUNCTION  Reporting – Prepare management and reports for Merit Medical Singapore Pte Ltd covering monthly actuals, monthly forecasts/projections and budgets to ensure accurate and timely reporting for all reporting deadlines. Statutory Reporting – provision in timely manner of both financial and non financial reports to ensure local statutory compliance. Monthly Income Statement accounts review to facilitate income/expense analysis. Analyse accounts of department spending, accruals, provision, expenses for Merit Medical Singapore Pte Ltd.   Issue debit/credit notes as required. Perform the process of letter of Credit application to bank. Prepare 3rd party Account Receivable (AR) aging statement on a weekly basis. Update and provide status of AR collection regularly.   Ensure that the monthly and quarterly Tax return and other tax forms are prepared and submitted on time.   Setting up of procedures to ensure the efficient and effective means of Payment Processing.   Assist in the preparation of Tax and Deferred tax computation. Provide all related information for income tax purposes.   Assist in coordination of internal and external audits.   Provide assistance to Senior Financial Accountant in various areas of general accounting as required.  Perform any other tasks/projects as assigned.   Support the implementation of Lean plant-wide program. Actively practices Lean tools and six sigma methodology in problem solving and continuous improvement activities to create value and contribute to organization performance. Participates in 7W walks and identify opportunities for waste elimination. Implement kaizen timeout, blitz event, single piece flow, Kanban, Heijunka, VSM, Poka yoke, SMED, TPM, JIT, 5S and lean/six sigma projects. Uphold a CI mind-set  and respect for people towards Lean culture sustainability.    INTERACTION Internal: Senior Financial Accountant Immediate supervisor who sets directions on Corporate Reporting, GST reporting and statutory reporting. Advisory role, as the Financial Accountant is expected to adopt a pro-active approach and come up with suggested solutions. -All departments and functional managers - Senior Management Accountant,  Financial Analyst, Accounts Executive and Costing Executive   External: – Auditors, Tax Agents and Corporate Finance Management  ",MERIT MEDICAL SINGAPORE PTE. LTD.,"ARGON CRITICAL CARE SYSTEMS SINGAPORE PTE. LTD.
Argon Medical Devices headquartered in Athens, Texas USA is a privately-held global medical device company which manufactures and markets solutions for cardiovascular, venous access and critical care procedures. Being a global manufacturer and marketer of single-use specialty medical devices such as guidewires, needles, sheath introducers, catheters, manifold kits, tranducers and control syringes, we are dedicated and focused on improving patient care with innovative products developed in-house. Argon Critical Care Systems Singapore Pte. Ltd. is our local manufacturing facility. Make a difference in healthcare today for the most exciting part of it lies in your hands. Join us today!
",JOB SPECIFICATIONS Recognized Degree in Accounting or its equivalent Experience in manufacturing environment preferred. Financial systems experience Highly proficient in financial modelling through use of spreadsheets/databases,,
658,accountant,/job/accountant-tts-eurocars-f2ae5396749aad2ad8f7f4816aa4ba20,Accountant,Accounting / Auditing / Taxation,,Permanent,Professional,Posted 10 Jan 2019,Closing on 09 Feb 2019,"Responsibilities :  Handles full sets of accounts Handles GST computation and submit GST e - submission on a quarterly basis Preparation of timely and accurate monthly management accounts in compliance with financial reporting standards Handles annual audit independently and review tax computation prepared by tax agent Liaise with auditor, corporate secretary and tax agent Coordinates with other departments in producing ad - hoc management reports Supervise Accounts Executives ",TTS EUROCARS PTE. LTD.,"TTS EUROCARS PTE. LTD.
","Requirements :  Degree in Accountancy or equivalent qualifications 2 -- 3 years of full sets of accounts experiences Meticulous, organised and good attention to details Good interpersonal and communication skills Immediate and / or available within short notice Salary range from S$2,800 / mth ---- S$3,200 / mth    How to Apply :  Interested applicants may send in your updated resume ( in MS Word format ) to  :  admin@tts.com.sg We regret to inform that only shortlisted candidates will be notified. ",2800.0,3200.0
659,accountant,/job/accountant-hai-di-lao-holdings-bfafbf198f5b4e6a53d31c0fe54c801a,Accountant,Accounting / Auditing / Taxation,80 ROBINSON ROAD 068898,Full Time,Junior Executive,Posted 10 Jan 2019,Closing on 09 Feb 2019, Responsible  for managing and opening company account and online banking issues; Responsible for company internal accounts transactions; To ensure branches daily operating funds are deposited to designated bank on time； To ensure compliance with company procedure to execute fund collection and online banking payment; Responsible for timely submission for relevant financial data and ensure its accuracy； To ensure company daily expenses reimbursements are in compliance; Maintain a good relationship with banks and other financial institute; Complete any ad hoc job assigned by superior timely and accurately. ,HAI DI LAO HOLDINGS PTE. LTD.,No information added.," Accounting related major; Minimum 2 years' relevant experience with MNCs with hands-on experience in closing full sets of accounts; experience in retail or catering industry is an advantage; Responsible, meticulous, analytical and possess a high sense of urgency to meet deadlines; Multi tasking team player but able to work independently; Strong analytical skill, good communication and interpersonal skills; Adaptive and positive personality to work effectively under pressure meet tight deadline; Proficient in Microsoft Office Application (Excel, Work and Outlook); Familiar with SAP is an advantage. ",2500.0,3300.0
660,accountant,/job/accountant-zhengda-corporation-d1e7501ccd011ebf7e7de92e4327eb12,,,,,,,,,,,,,
661,accountant,/job/deputy-head-accountant-generals-department-510002ad37434c4d078d5bdcd667c229,Deputy Head (Human Resource),"Human Resources , Public / Civil Service",,Temporary,,Posted 10 Jan 2019,Closing on 31 Jan 2019,"Deputy Head (Human Resource)Responsibilities You will assist in the formulation and implementation of HR policies and frameworks to foster a motivated and high-performing workforce. You will be part of a team handling a full suite of HR functions in the department which include recruitment, on-boarding, deployment, internships, training, performance management, staff engagement and scholarship administration. Your primary job functions will include the following:  Deployment of AGD and public sector finance officers as part of AGD’s posting framework and in support of the wider public sector career development for finance function; Organisational development with a focus on transforming the public sector finance function, facilitating change management, aligning people and culture to support strategies, engaging AGD officers, including those who have been deployed to other public sector agencies; and Assist in ad-hoc projects as assigned.  Requirements  Tertiary qualification, preferably in HR/OD related discipline or has prior working experience in HR/OD in the public sector; Motivated, organised, meticulous and people-oriented; Good communication and writing skills; and Able to multitask in a fast-paced environment.  If you are shortlisted for the position(s), you should hear from us within 30 days of the closing date of the advertisement.",Accountant-General's Department,No information added.,,,
662,accountant,/job/asst-manager-financial-accounting-skillsforce-management-consultancy-54631deb3984577492be772bb999d90a,Asst Manager - Financial Accounting,Accounting / Auditing / Taxation,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051","Contract, Full Time",Professional,Posted 10 Jan 2019,Closing on 09 Feb 2019,"The Accountant reports to the Finance Manager (FM) of the organisation. He/She is involved in most, if not all aspects of accounting and oversees the day-to-day activities of the accounting team. He/She ensures that the organisation's finance function is well organised as well as producing timely and accurate financial statements and management accounts, thus achieving compliance with corporate policies and statutory requirements. He/She analyses data and understands the financial performance and position of the organisation in order to develop suitable accounting policies to meet reporting requirements and to produce any special reports required by the management team.  The Accountant's role often involves leading a team of finance and accounting specialists and working closely with the internal and external auditors, bankers, and regulators. He/She must keep current with changing statutory requirements and tax laws and determine the implications of such changes to financial reporting. He/She may also work with the FM or the leadership team to help define the organisation's overall finance strategy.",SKILLSFORCE MANAGEMENT CONSULTANCY PTE LTD,"SKILLSFORCE MANAGEMENT CONSULTANCY PTE LTD
 
Integrating People Competency
 
Skillsforce provides Recruitment and Human Capital Solutions tailored to our clients’ needs so that they can meet the challenges of today’s dynamic business environment.
 
","Reporting to the Branch Head for Financial Accounting, you will be primarily involved in financial accounting and reporting activities, maintenance of fixed assets register as well as following up on accounts receivables and reconciliations, which include the following: -         Monthly closing of accounts and preparation of financial reporting packages -         Review of journals, accounting classifications, reconciliations and perform financial analysis -         Preparation of government statistics, grant claim submission and annual financial statements -         Ensure completeness and accuracy of fixed asset register and following up n overdue receivabls -         Any ad-hoc duties/projects assigned Requirements -         Degree in Accountancy or Professional accounting qualifications with a minimum of 5 years of relevant experience -         Understanding of generally accepted accounting principles and financial statements -         Good time management , able to multi-task and meet tight reporting deadlines in a fast paced environment -         Numerically inclined, meticulous, proactive, with good analytical, communication and interpersonal skills -         Able to work independently, perform under pressure and work effectively as a team -         Strong proficiency in Microsoft Excel incluing V -look up , pivot table etc and knowledge of SAP financial system will be added advantage This is a 6 months contract and location - West, Pioneer  ",4000.0,6000.0
663,accountant,/job/finance-manager-firma-technologies-217ee2270f594efc75d035df10ca4ebd,Finance Manager,Accounting / Auditing / Taxation,"HELIOS, 11 BIOPOLIS WAY 138667",Permanent,Manager,Posted 10 Jan 2019,Closing on 09 Feb 2019," Overall responsible for the Group’s finance function Provide relevant and timely financial information to management to enable a balanced and objective assessment of the Group’s strategy and objectives Review and update, in line with good practice, the Group’s internal control environment Managing the company’s financial accounting, controls and reporting systems Liaising with auditors, corporate secretaries, tax agents, solicitors, banks and statutory organisations Preparation of timely and accurate monthly management accounts, consolidated accounts and reports Managing budgets, forecasts and business plans and continued monitoring and review of the Group’s performance Keeping abreast of changes in financial regulations and legislation Banking and cash management Liaising with the accountant on the subsidiary’s monthly management accounts Handling monthly processing of payroll and payment to employees Any ad-hoc duties as assigned   ",FIRMA TECHNOLOGIES PTE. LTD.,"Firma Technologies was established as an image analytics company in Singapore. Evolving to focus its technological capabilities to rapidly produce artificial intelligence (AI) solutions based on digitized information, Firma Technologies developed its first mobile application platform - Derma Analytics (DermA) a current patent-pending and medically accredited platform globally launched in 2016 to quantify Melanoma risks.
The second project that is currently being developed as part of its new division in the physical and transport infrastructure space utilizes image-based evidence collected from drones to identify and detect faults and risks on power lines, solar panels and transport infrastructure on land, air and sea.
Firma Technologies is supported by seasoned deep technology commercialization professionals with more than 50 years of cumulative track records, medical professional, software / IT specialist, artificial intelligence – Machine learning specialist, regulatory specialist, market development and channel development professionals.
"," Candidate must possess at least Degree in Accounting or Finance or ther recognized professional Finance qualifications Minimum 5 years of working experience in the areas of accounting, audit and/or Finance Management Relevant work experience in implementing company-wide financial controls and reporting Prior audit experience is preferred Prior experience in IPO is desirable Honest, methodological and responsible Highly driven and self-motivated Ability to work independently with minimal supervision Good interpersonal and communication skills ",5000.0,6500.0
664,accountant,/job/senior-accounts-executive-tidy-maintenance-engineering-2e2a7fc7c1838bbbaf6871860f5f599a,SENIOR ACCOUNTS EXECUTIVE,Accounting / Auditing / Taxation,29 TUAS AVENUE 8 639244,Full Time,Senior Executive,Posted 10 Jan 2019,Closing on 09 Feb 2019," Looking for Senior Accounts Executive to handle full set accounts with another existing accounts executive. Manage and chase for arrears. Monthly Reporting to Management Government submissions e.g. GST submissions, annual returns etc. Able to help in setting up of SOPs in the company and help with the implementation of a software. 	  ",TIDY MAINTENANCE & ENGINEERING PTE. LTD.,No information added., Degree in accounting. Willing to travel to work in Tuas (Near Gul Circle) Prepare accurate and timely financial statements. Compile accurate tax-related information for the organisation. Extract data and provide analysis for management using relevant accounting information systems or software. Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors. Maintain accurate journal entries and allocations. Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies. Operate accounting information systems efficiently and effectively. Maintain schedule in relation to assets and loans Reconcile accounts and provide analysis for the organisations financial transactions. ,2500.0,3000.0
665,accountant,/job/accountant-esta-d1317516bd2d87498a7365c7cdcac2ca,Accountant,Accounting / Auditing / Taxation,,Permanent,Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019,Accountant  We are looking for an Accountant to oversee and manage all accounting transactions and controlling and verifying our financial transactions.  Duties also include ensuring accuracy and effectiveness in all our accounting tasks The goal is to contribute to the overall efficient operation of the department and assist the company be fully aware of its financial status.,ESTA PTE. LTD.," ESTA PTE. LTD Company Overview  ESTA is a Singapore based Professional Corporate Design House. The key success is our unique combination of design flair, corporate branding expertise and logistical know-how.  Here in ESTA, we offer a one-stop solution for your uniform design, production and delivery and inventory needs.  We have two brand offerings. ESTA Signature specializes in fully customized uniforms for companies looking to deliver that extra personal touch.  From design to fabrics, colour to accessories, we aim to positively enhance our Client’s corporate image.  R2W offers distinctive ready to wear uniforms as a more economical option with quicker turnarounds to meet the service industry’s demand.  R2W carries a broad selection of classic work wear that caters to both your Front and Back of House uniform needs. Why Join Us? ESTA have always emphasised that outstanding people are the key to success.  Our strength and future growth depend on the contributions made by each employee within the organisation.   One of our Core Values is “Our People - Attracting, developing and retaining the best talent for our business, challenging our people, demonstrating a positive attitude towards a collaborative and mutually supportive environment. We are proud to have you as part of our team and welcome you into a progressive and people-oriented company.     ","The Company Accountant must be able to: 1.      Combine excellent analytical skills with a thorough knowledge of accounting principles to analyze financial reports and projections. 2.      Reconcile accounts balances and bank statements, maintaining general ledger and preparing month-end close procedures. 3.      Reinforce financial data confidentiality and conduct database backups when necessary. 4.      Comply with financial policies and regulations of the company. 5.      Manage balance sheets, P&L statement, cash flow and do forecasting and budgeting. 6.      Analyze and report on the Company’s financial cash flow to the Managing Director. 7.      Other duties will be: a.      Accounts Receivables and Payables: ·        Verifying, allocating, posting and reconciling accounts payable and receivables. ·        Maintain sales records and ensure receivables from customers are maintained on timely basis. ·        Monitor bank balance and ensure timely bank payments to creditors. b.      Payroll: ·        Prepare and submit Staff payroll, and CPF e-submission. c.      Inventory and Fixed Asset Management ·        Compile all inventory records from warehouse for accounting process.  ·        Maintain Company’s fixed assets register for existing and new purchases. d.      Audit ·        Plan and prepare for year-end audit. e.      GST Submission ·        To submit GST e-submission on quarterly basis. f.       Reporting ·        Producing correct accounting reports and present their results. ·        Analyzing financial information and summarizing financial status. ·        Report on the Company’s financial cash flow. g.      HR & Admin ·        To support some HR and Admin work like employment pass applications and MOM reporting. Requirements  Work experience as an Accountant for 2 to 3 years Excellent knowledge of accounting regulations and procedures, including the Generally Accepted Accounting Principles (GAAP) Hands on experience with UBS Accounting Software Strong attention to details and good analytical skills BSc in Accounting, Finance or relevant degree   ",2200.0,3000.0
666,accountant,/job/accountant-ibc-asia-deecf4ae9e109b1732cb427d575df880,Accountant (5 months contract),Accounting / Auditing / Taxation,"VISIONCREST, 103 PENANG ROAD 238467","Contract, Full Time",Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019,"This role is responsible for business specific deliverables for either a dedicated division or across multiple divisions. You will have responsibility and ownership for reporting on the profitability and associated balance sheets of your divisions. You will be responsible for offering support & guidance to colleagues on difficult issues as an expert within the team. You will also be considered as a specialist in the specific business division you are working in and responsible for the more complex, higher accounting skill duties. You will be responsible for ensuring a high value service is provided to key business partners and group through effective collaboration with your team and business counterparties. You will be expected to support the annual statutory audit process and ensure all MDM/GPO processes are followed. You must ensure that all company policies are adhered to and that specific duties are carried out within set time limits whilst providing an excellent level of service to all Informa customers and colleagues.",IBC ASIA (S) PTE LTD,"
	IBC ASIA (S) PTE LTD
","Key responsibilities: The Accountant 7B is expected to assume the following key responsibilities plus any other reasonable duties as required:  Prepare, reconcile and analyse where appropriate aspects of the monthly Management Accounts for specific product areas; this may cover multiple divisions. Reconcile revenue to information and explanations from the business and between the accounting system and SAP system Perform WIP analysis, product costing, provisions (i.e. stock) Understand and apply within working practices the key drivers that impact the monthly Management Accounting reports Assist in the production of financial analysis Royalty, profit share and commission calculations Calculate bad debt provisions, accruals and prepayments Analyse and solve ad hoc problems using your knowledge of the business and the systems Assist with ad hoc duties as needed, including covering workload in other teams Calculate bonus/commissions provisions Process intercompany transactions Checking sub ledgers from internal departments Liaise with Finance Operations and Cash Operations for reconciliation queries Capitalising assets and running depreciation Perform reconciliations of balance sheet accounts Publish financial results in SAP FC Budgeting, forecasting, modelling and analysis of direct cost base and divisional recharges (Global Support team only) Tax & Compliance duties as required by your SSC  People Management Responsibilities:  General duty of care to colleagues Work collaboratively across teams Act as a role model to others Provide help and a buddy system to other members of the team depending upon your level (SSC Specific)  Skills & Abilities:  Good communication skills with the ability to build good relationships with a wide range of stakeholders, internal departments and key contacts Proficient skills in Excel, Word and Outlook are essential Remain approachable under pressure Knowledge and ability to use relevant internal systems Act with integrity, tact and diplomacy Work as part of a team Ability to complete a variety of related tasks Pro-actively solve problems Excellent Customer Service skills Good time management skills Ability to be flexible within role Excellent oral and written communication skills Highly organised, diligent with attention to detail  Knowledge & Qualifications:  Good knowledge and understanding of R2R processes within your area A good knowledge of SAP system Knowledge of best practice in an R2R environment Recognised qualification/Accounting degree preferable (SSC Specific) 2 years relevant accounting experience ",4297.0,4297.0
667,accountant,/job/accountant-ibc-asia-da25431cf07fe4c1617d0649452a61db,Accountant (5 months contract),Accounting / Auditing / Taxation,"VISIONCREST, 103 PENANG ROAD 238467","Contract, Full Time",Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019,"This role is responsible for business specific deliverables for either a dedicated division or across multiple divisions. You will have responsibility and ownership for reporting on the profitability and associated balance sheets of your divisions. You will be the primary SSC liaison for clients, divisional CFO and Group for your divisions. You will be responsible for offering support & guidance to colleagues on difficult issues as an expert within the team. You will also be considered as a specialist in the specific business division you are working in and responsible for the more complex, higher accounting skill duties. You will work closely with the business partners to understand their individual requirements. You will be responsible for ensuring a high value, consistent accounting service is provided across the accounting teams and business counterparties within your area. You will be expected to support the annual statutory audit process and ensure all MDM/GPO processes are followed. You must ensure that all company policies are adhered to and that specific duties are carried out within set time limits whilst providing an excellent level of service to all Informa customers and colleagues.",IBC ASIA (S) PTE LTD,"
	IBC ASIA (S) PTE LTD
","Key Responsibilities: The R2R Controller is expected to assume the following key responsibilities plus any other reasonable duties as required:  Primary SSC Liaison for clients including Operating Divisional Support, Divisional CFOs & Group Finance  Responsible for the review and where appropriate analysis of the monthly management reports; Profit & Loss and Balance Sheet. Details include: Reconciliations, Accruals, Allocations, Revenue downloads, Pre-payments, Variance Analysis. Leading special projects within the department. Details include; Key Process testing, new processes & systems and Identify and assist with implementation of SSC wide projects introduced by Senior Mangers or GPO Ensure Balance Sheet reconciliations are in accordance with Balance Sheet Integrity guidelines Financial Reporting and Analysis including, budget/forecasting, working capital, Group finance reporting, supplementary packs and ad hoc requests Ensuring any key communications are handled between the SSC, Group and the Business Teams To oversee acquisition integration/due diligence Working with internal and external auditors Assist and drive local R2R strategy Supervise Intercompany process and liaise with other SSC managers Review of Royalty, profit share and commission calculations Tax & Compliance duties as required by your SSC  People Management Responsibilities:  Oversee, motivate and manage your R2R team. People development to ensure the effectiveness of all colleagues within the department concentrating on both performance and soft skill development Planning and prioritising the work within the department ensuring resource management is considered Preparation and reporting of specific performance metrics within agreed deadlines Ensure a robust communication structure is in place across the team to ensure all key messages are communicated. Participate in Recruitment & Selection processes Provide assistance in identifying career development opportunities for direct reports Actively support a culture of team engagement Escalated team admin issues Act as a role model to others Work closely with HR to ensure all people management processes and policies are being adhered to  Skills & Abilities:  Ability to lead, oversee, motivate and manage people in an R2R environment Excellent communication skills at all levels including a wide range of stakeholders within the business Improves processes & systems Problem solves within tight deadlines Be pro-active and take initiative and encourage teams to do the same Knowledge and ability to use relevant internal systems Act with integrity, tact and diplomacy Excellent influencing skills Highly organised, diligent with attention to detail and the ability to maintain these skills whilst working under pressure Strong presentation skills Advanced skills in Excel, Word and Outlook are essential Proven ability to work to stringent deadlines Demonstrable success in improving R2R service levels  Knowledge & Qualifications:  Excellent knowledge and understanding of all R2R processes including best practice in R2R, people, processes and technology Significant knowledge of SAP system Excellent knowledge of leadership, coaching and people development Recognised qualification/Accounting degree (SSC Specific) A track record of continuous professional and management development Knowledge of dealing with acquisitions and disposals 6 years relevant accounting experience Knowledge of lean, Six Sigma or other continuous improvement methodologies preferred ",7000.0,7000.0
668,accountant,/job/accountant-ibc-asia-76f6a4006892cf7e502c3edb598cfac9,Accountant,Accounting / Auditing / Taxation,"VISIONCREST, 103 PENANG ROAD 238467",Permanent,Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019,"This role is responsible for business specific deliverables for either a dedicated division or across multiple divisions. You will have responsibility and ownership for reporting on the profitability and associated balance sheets of your divisions. You will be responsible for offering support & guidance to colleagues on difficult issues as an expert within the team. You will also be considered as a specialist in the specific business division you are working in and responsible for the more complex, higher accounting skill duties. You will be responsible for ensuring a high value service is provided to key business partners and group through effective collaboration with your team and business counterparties. You will be expected to support the annual statutory audit process and ensure all MDM/GPO processes are followed. You must ensure that all company policies are adhered to and that specific duties are carried out within set time limits whilst providing an excellent level of service to all Informa customers and colleagues.",IBC ASIA (S) PTE LTD,"
	IBC ASIA (S) PTE LTD
","Key responsibilities: The Accountant 7B is expected to assume the following key responsibilities plus any other reasonable duties as required:  Prepare, reconcile and analyse where appropriate aspects of the monthly Management Accounts for specific product areas; this may cover multiple divisions. Reconcile revenue to information and explanations from the business and between the accounting system and SAP system Perform WIP analysis, product costing, provisions (i.e. stock) Understand and apply within working practices the key drivers that impact the monthly Management Accounting reports Assist in the production of financial analysis Royalty, profit share and commission calculations Calculate bad debt provisions, accruals and prepayments Analyse and solve ad hoc problems using your knowledge of the business and the systems Assist with ad hoc duties as needed, including covering workload in other teams Calculate bonus/commissions provisions Process intercompany transactions Checking sub ledgers from internal departments Liaise with Finance Operations and Cash Operations for reconciliation queries Capitalising assets and running depreciation Perform reconciliations of balance sheet accounts Publish financial results in SAP FC Budgeting, forecasting, modelling and analysis of direct cost base and divisional recharges (Global Support team only) Tax & Compliance duties as required by your SSC  People Management Responsibilities:  General duty of care to colleagues Work collaboratively across teams Act as a role model to others Provide help and a buddy system to other members of the team depending upon your level (SSC Specific)  Skills & Abilities:  Good communication skills with the ability to build good relationships with a wide range of stakeholders, internal departments and key contacts Proficient skills in Excel, Word and Outlook are essential Remain approachable under pressure Knowledge and ability to use relevant internal systems Act with integrity, tact and diplomacy Work as part of a team Ability to complete a variety of related tasks Pro-actively solve problems Excellent Customer Service skills Good time management skills Ability to be flexible within role Excellent oral and written communication skills Highly organised, diligent with attention to detail  Knowledge & Qualifications:  Good knowledge and understanding of R2R processes within your area A good knowledge of SAP system Knowledge of best practice in an R2R environment Recognised qualification/Accounting degree preferable (SSC Specific) 2 years relevant accounting experience ",3416.0,4500.0
669,accountant,/job/accountant-ibc-asia-903cd481288affa9961bbef4b5403b25,Accountant,Accounting / Auditing / Taxation,"VISIONCREST, 103 PENANG ROAD 238467",Permanent,Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019,"This role is responsible for business specific deliverables for either a dedicated division or across multiple divisions. You will have responsibility and ownership for reporting on the profitability and associated balance sheets of your divisions. You will be responsible for offering support & guidance to colleagues on difficult issues as an expert within the team. You will also be considered as a specialist in the specific business division you are working in and responsible for the more complex, higher accounting skill duties. You will be responsible for ensuring a high value service is provided to key business partners and group through effective collaboration with your team and business counterparties. You will be expected to support the annual statutory audit process and ensure all MDM/GPO processes are followed. You must ensure that all company policies are adhered to and that specific duties are carried out within set time limits whilst providing an excellent level of service to all Informa customers and colleagues.",IBC ASIA (S) PTE LTD,"
	IBC ASIA (S) PTE LTD
","Key responsibilities: The Accountant 7B is expected to assume the following key responsibilities plus any other reasonable duties as required:  Prepare, reconcile and analyse where appropriate aspects of the monthly Management Accounts for specific product areas; this may cover multiple divisions. Reconcile revenue to information and explanations from the business and between the accounting system and SAP system Perform WIP analysis, product costing, provisions (i.e. stock) Understand and apply within working practices the key drivers that impact the monthly Management Accounting reports Assist in the production of financial analysis Royalty, profit share and commission calculations Calculate bad debt provisions, accruals and prepayments Analyse and solve ad hoc problems using your knowledge of the business and the systems Assist with ad hoc duties as needed, including covering workload in other teams Calculate bonus/commissions provisions Process intercompany transactions Checking sub ledgers from internal departments Liaise with Finance Operations and Cash Operations for reconciliation queries Capitalising assets and running depreciation Perform reconciliations of balance sheet accounts Publish financial results in SAP FC Budgeting, forecasting, modelling and analysis of direct cost base and divisional recharges (Global Support team only) Tax & Compliance duties as required by your SSC  People Management Responsibilities:  General duty of care to colleagues Work collaboratively across teams Act as a role model to others Provide help and a buddy system to other members of the team depending upon your level (SSC Specific)  Skills & Abilities:  Good communication skills with the ability to build good relationships with a wide range of stakeholders, internal departments and key contacts Proficient skills in Excel, Word and Outlook are essential Remain approachable under pressure Knowledge and ability to use relevant internal systems Act with integrity, tact and diplomacy Work as part of a team Ability to complete a variety of related tasks Pro-actively solve problems Excellent Customer Service skills Good time management skills Ability to be flexible within role Excellent oral and written communication skills Highly organised, diligent with attention to detail\  Knowledge & Qualifications:  Good knowledge and understanding of R2R processes within your area A good knowledge of SAP system Knowledge of best practice in an R2R environment Recognised qualification/Accounting degree preferable (SSC Specific) 2 years relevant accounting experience ",4300.0,4500.0
670,accountant,/job/accountant-murray-fce10db815befcd3194a217b7c73f568,Accountant,"Banking and Finance, Hospitality",222 SYED ALWI ROAD 207781,Full Time,Senior Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019," Monitoring of the hotel’s funds position and optimum utilization of resources and approval of necessary accounting documents and payroll processing. Preparation of budget & financial forecasts. Responsible for all the resort revenues and ensure that the revenue are recorded correctly. Perform statutory responsibilities related to government bodies, banks & financial institutions, insurance etc. Finalization of books of accounts and smooth running of the accounts department. Reconcile and ensure that proper up to date books of accounts are kept all the time. Ensure that the intercompany current accounts are up to date and reconcile with sister companies’ timely manner. Coordinate external, internal and other various audits take place time to time and ensure that all information required for auditors are provided. Co-coordinating with the cost – controller to keep the cost at its optimum. ",MURRAY PTE. LTD.,"MURRAY PTE. LTD.
", Strong organization skills with attention to details Ability to compile facts and figures Strong annaltyical skills Proficiency with Excel and experience with Opera and Sun System ,,
