,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,min_salary,max_salary
1290,project manager,/job/salesforce-project-manager-aryan-solutions-24d38f85a27ef39f10939e6bf89c2672,Salesforce Project Manager,"Healthcare / Pharmaceutical, Sciences / Laboratory / R&D","PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051",Permanent,Middle Management,Posted 21 Jan 2019,Closing on 20 Feb 2019,"we are currently looking for Salesforce Project Manager for one of our  leading Client in Singapore.. its a permanent role Job Description     Track Project delivery on Agile Scrum Methodology Manage Vendor and client teams on a day to day basis Provide solutions to a tight deadline and customer focus mind-set Manage multiple sprints simultaneously Drive team improvements and operating excellence while sharing agile best practices. Maintain the Project timeliness in coordination with various work groups using tools like (MS Project, JIRA, IRIS) Review Effort estimates for the simple, medium and complex based on high-level preliminary requirements. ",ARYAN SOLUTIONS PTE. LTD.,"Aryan Solutions (earlier known as Aryan Search) is a Technology Consulting & Staffing Company that specializes in providing Technology solutions, Search, Staffing & Managed Services to Local and Multi-national Companies with in APAC, SEA, Australia & Japan who are leaders in Financial Services, Hedge funds, Asset Management, Telecommunication, Information Technology, Manufacturing and Government & Public Sector.
Aryan Solutions is headquartered in Singapore with offices in USA (NJ), KL (Malaysia), Hyderabad & Lucknow (India). We have a team highly experienced Consultants working across the Region covering Singapore, USA, Malaysia, Indonesia, HK, China, Australia & Japan.
Our staff augmentation and managed services make business evolve them into global enterprise. We specializes in providing Technology solutions, Managed Services, Staffing & Search Services to Local and Multi-national Companies with in APAC, SEA, Australia & Japan who are leaders in Financial Services, Hedge funds, Asset Management, Telecommunication, Information Technology, Manufacturing and Government & Public Sector.
MANAGED SERVICES 
Aryan Solutions We are very experienced in helping our clients transform talent acquisition processes, from greenfield strategy to brownfield improvements, restructuring and performance measurements.
Some of our clients have included rapidly growing start-ups, international top tier banks, and various other high tech firms who are vulnerable to talent sourcing and retention.
Some of our clients have included rapidly growing start-ups, international top tier banks, and various other high tech firms who are vulnerable to talent sourcing and retention.
Why Use Managed IT Services?
Some key benefits of using managed IT services include:
Cost Savings
Managed IT services can help you reduce your overall IT spend and cost of ownership by focusing on proactive IT management over unpredictable break-fix strategies. This reduces productivity loss and other impacts of waiting until your infrastructure breaks to employ a hotfix.
Access to Expert IT Resources
Building a large, qualified team of internal IT staff to handle all of an enterprise’s needs is expensive and difficult. Using managed IT services ensures access to a complete team of IT experts.
Easing Your Enterprise IT Burden
Another benefit of having access to a team of IT experts from your managed IT services partner is that it frees up your own internal IT support department so they can focus on tasks that drive your core business.
Enhancing Your IT Compliance
Managed services for IT can help enterprises rapidly meet key governance and compliance requirements by handling critical security updates and other maintenance tasks.
The Aryan Solutions Model for Managed IT Services
Aryan Solutions provides flexible solutions for addressing the IT needs of enterprises. The two primary offerings from Aryan Solutions for managed IT services are:
Client Dedicated Solution:
This offering can be hosted in-house at the client’s facility and staffed by Aryan Solutions crack IT support team based on the client’s requirements. It can also be hosted in Aryan Solutions facility reserved strictly for one client’s IT computing and support needs.
Shared Solution:
This offering is supported by Aryan Solutions facility that uses a shared, multitenant infrastructure secured with virtual private networks (VPNs).
",6000.0,10000.0
1291,project manager,/job/information-technology-project-manager-ouelh-medical-assets-24610733068ec63b213b89fe569419cd,Information Technology Project Manager,Information Technology,"MYP CENTRE, 9 BATTERY ROAD 049910","Permanent, Full Time",Manager,Posted 21 Jan 2019,Closing on 20 Feb 2019," Assist Project Director in managing the project/product delivery from start to operation and replacement Lead project/product teams, contractors and vendors through all stages of the agile/scrum development cycle processes Responsible for overall quality of deliverable, such as timeliness, user friendless, correctness, robustness, reliability, and any other related aspects Develop detailed estimation of the level of effort, schedule and budget necessary to successfully develop and deliver the project/product meeting the requirements and quality expectations Monitor and understand international market landscape, and translate market/customer problems and opportunities into product/user requirements/features ",OUELH MEDICAL ASSETS PTE. LTD.,"OUE Lippo Healthcare Limited (“OUELH”) is a subsidiary company of OUE Limited (“OUE”) and is listed on the Catalist Board of Singapore Exchange Securities Trading Limited. OUE and OUELH are member companies of Lippo Group, one of the Asia’s largest and most diversified conglomerates with close to 20 listed companies across Asia and serving over 60 million customers annually.
OUE is a diversified real estate owner, developer and operator with a real estate portfolio located in Asia and the United States. It consistently grows its business by leveraging its brands and proven expertise in developing and managing assets across the commercial, hospitality, retail and residential sectors. OUELH serves as OUE’s platform to expand into the healthcare real estate market.
OUELH is principally engaged in the development and management of healthcare facilities in Japan and China. The Group seeks to expand its portfolio across China, Japan and Southeast Asia.
",8000.0,10000.0
1292,project manager,/job/project-manager-morgan-mckinley-eee0fbf202ca07e7425d46ffcadf31d2,Project Manager,Banking and Finance,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",Contract,Professional,Posted 21 Jan 2019,Closing on 20 Feb 2019," Coordinating  with the Project Manager, senior management, and other stakeholders on defining / driving the design and execution across  multiple re-engineering streams and creating a shared vision for transformation Supporting Project Manager in process re-engineering exercises, such as analysis on current state process, documentation of key pain points, and recommendations to address pain points for the optimal target state Analyzing and documenting business processes and requirements Collecting data from internal sources and assessing the potential impact to the operating model and key stakeholders Identifying and validating requirement gaps through fact-finding activities and interviews Developing status reports and management and committee updates Organizing and preparing documentation material of internal meetings while tracking activities from the impact analysis stage through the initiative completion stage ",MORGAN MCKINLEY PTE. LTD.,"As a global professional services recruitment consultancy, Morgan McKinley connects specialist talent with leading employers across multiple industries and disciplines.
Our promise to you
You can get the best advice for your career at Morgan McKinley. Our team of consultants have either have an educational background in their sector or have industry experience. We take the time to listen to your long term goals and provide you with honest feedback to help you realise them.
Over the years many people have progressed their careers with us both here in Singapore and internationally and our global presence gives us insight into the domestic and international  markets. In Singapore we specialise in Banking & Financial Services, Legal, Compliance & Audit, Finance & Accounting, IT, Project Management, Sales & Marketing, HR and Supply Chain & Procurement.
",10000.0,15000.0
1293,project manager,/job/project-manager-global-asset-manager-bluechip-platforms-asia-7a09929a0e5cb1d58f8e255e84464eda,"Project Manager, Global Asset Manager",Banking and Finance,,Full Time,Manager,Posted 21 Jan 2019,Closing on 20 Feb 2019,"You will be working on a 18 months contract role doing business project management. Job Responsibilities   APAC delivery team engagement, planning and support.  Interact with stakeholders in the region  To provide delivery coordination, arrangement for Asia Pac and contribute to global delivery plan.  Managing change, identifying and implementing process improvements    Requirements/Qualifications Bachelors with atleast 5 years experience in project management, operations roles in fund management/banking industry preferred",BLUECHIP PLATFORMS ASIA PTE. LTD.,"BlueChipCareers Asia is a Singaporean-founded recruitment platform that is specially designed for banking and finance professionals. With our predictive matching technology and understanding of the industry, we aim to connect the top banking talent with Asia’s top Financial jobs.  We give candidates access to the top banking and finance jobs in Asia and help our clients recruit more efficiently by identifying the right candidates fast and ultimately, getting the best talent before your competitors.
",,
1294,project manager,/job/project-manager-solutions-cpm-consulting-8a9f686cd34fbd61f00189183f7551e4,Project Manager - Solutions,Information Technology,78 SHENTON WAY 079120,Permanent,Manager,Posted 21 Jan 2019,Closing on 20 Feb 2019,"In this position, you will be a Solution Architect/Pre Sales Expert responsible for analyzing requirements, design, develop and implement SAP and BackOffice solutions using SAP DS/IS/BackOffice Data Stewardship/CranSoft Platform.  This position will be at the center of our project management, product and sales teams.  Activities will be a mix of project delivery and pre-sales. Position is based in Singapore, Singapore. Applicants will require experience in implementing Data Migration and Governance solutions. This position requires only physical activity associated with office routines. Travelling will be 75% within APJ and ME.",CPM CONSULTING PTE. LTD.,"CPM Consulting, a BackOffice Associates LLC Company, provides professional consulting services by aligning, designing, and implementing SAP solutions for business planning and financial consolidation, business intelligence and analytics, technology innovation and creative solution delivery with exclusive focus on Enterprise Performance Management.   ",11000.0,14000.0
1295,project manager,/job/project-manager-samkang-construction-11b8099f6edc365fabc54227ec0f3cb4,PROJECT MANAGER,"Building and Construction, Engineering","FENG MING BUILDING, 288 JALAN BESAR 208951",Full Time,Manager,Posted 21 Jan 2019,Closing on 20 Feb 2019," Degree in Civil Engineering (Recognized Degree by PE Board) Min 5 years relevant working experience in Civil Road Works Dynamic, self-motivated, proactive, and results-oriented with a proven track record in the Civil Engineering industry  Responsibilities   Reporting to the higher Management Responsible for overall project planning, scheduling, monitoring and updating to meet targets Lead a team of professional & technical trained staff in planning, daily operations liaises with clients, consultants, sub-contractors & relevant authorities. ",SAMKANG CONSTRUCTION PTE LTD," Samkang Construction’s dedicated and experienced management team believes in taking a hands-on approach whilst building strong rapport with its clients and suppliers. Within its four walls, it advocates continual learning among its employees to keep their skills relevant amidst fast-moving industry developments. Looking ahead, the company is committed to improving its services proactively with the promotion of work process integration, implementing efficient and innovative solutions, and placing the utmost priority in providing a safe working environment for its staff. ",7000.0,12000.0
1296,project manager,/job/project-manager-barghest-building-performance-fcb72d2296bb936845c1c1b4816e3336,Project Manager,Engineering,"CANTONMENT CENTRE, 150 CANTONMENT ROAD 089762",Permanent,"Senior Management, Manager, Professional",Posted 21 Jan 2019,Closing on 20 Feb 2019,"  Responsibilities:  Leadership experience in managing contractors and teams Experience in independently managing projects with internal progress reports and client updates Execution of Project within budget and schedule. Conducting Energy Audits and Identify energy saving opportunities. Designing of HVAC systems (Additions, Alterations and New Projects) Troubleshooting of HVAC system. Review of equipment performance and selection (Chillers, Pumps, AHU). Head load and pump head calculations. Preparation of BOQ and Schematic Drawings   ",BARGHEST BUILDING PERFORMANCE PTE. LTD.,"Barghest Building Performance (BBP) is currently focusing on HVAC system efficiency improvements through software based optimization and controls. We are committed to bring innovative technology solutions combined with attractive financing solutions that help our customer reach their energy efficiency goals.  We have seen a strong interest for our service since our establishment in Singapore in 2012. We have secured various energy savings performance contracts from reputed organizations like Tolaram, Philips LumiLEDS, Shangri-La Group and Changi Airport Group etc. We are looking for the right candidates to match our growth aspiration in our company. We value creativity, a hunger to learn new skills and willingness to explore new areas. What we can offer is to be part of a fast growing company with opportunity for personal and professional growth. We offer attractive salary and benfits based on experience and qualifiactions. Interested candidates are invited to email with your resume stating current and expected salary to marine.chan@bbp.sg ",5000.0,10000.0
1297,project manager,/job/project-control-manager-fortis-construction-4d1825b463f4124f182395e79981e133,Project Control Manager,"Accounting / Auditing / Taxation, Building and Construction","OCEAN FINANCIAL CENTRE, 10 COLLYER QUAY 049315",Permanent,Middle Management,Posted 21 Jan 2019,Closing on 20 Feb 2019,"Reporting to the senior management team, the PCM will be accountable for tracking all costs and schedule on a major, seven-year, international data center project to be constructed in Singapore.  The PCM is directly responsible for working with other senior managers on the project and forecasting costs in the format as provided by Fortis and its client.  This position will be accountable for management/direction of the project controls team and all project controls functions on project; including, but not limited to insuring Fortis follows all requirements of the prime contract, monthly financial/accounting/management reporting, subcontract/subcontractor change order administration and risk management, owner change order risk management, planning/scheduling, and job costing compliance.    Responsibilities Specific to the Role:  Oversee cost engineer(s), project accountant(s), scheduler, and administrative staff who will be undertaking the day to day transactional side of project controls. Provide oversight and guidance to your team as well as other team members on site. Advise project management team on all cost issues, risk management, and strategy.  Deploy and insure conformance to project specific financial strategies, process, controls and procedures to address the needs of the project as it evolves over time and ensure verticality with the prime contract as well as how it flows through to all subcontracts.  Specialize in monitoring, tracking and analysis of budgets and costs with the preconstruction team and site-based construction and accounting team. Produce statistical analysis that provides an indication of project financial health, trends and potential risks and opportunities. Produce and present to the owner the external monthly financial reports.  Develop and manage the change order process.  Check and test cost related information and data. Establish and provide quality control on project specific financial process & procedures (change management, billing, close out etc.). Dispute prevention & on-site dispute resolution with project manager. Produce the internal financial Monthly Status Report (MSR). Subcontract account/risk management. Overall responsibility for understanding, reporting and management of risk, cost, schedule & CCIP programs. Perform pre-job, mid project and post completion internal operational reviews (IOR) with project leadership team ",FORTIS CONSTRUCTION PTE. LTD.,"FORTIS CONSTRUCTION PTE LTD is an employee-owned general contractor committed to making an impact—through the built environments we deliver and the relationships we build in the process. The firm adds value to each construction project with specialized services including accurate estimating, value analyses, constructability review, construction management, in-house MEP and 3D modeling resources, sustainability expertise and integrated commissioning. Dedicated to the markets of healthcare, education, commercial offices and mission-critical facilities, we have the resources to provide the highest level of quality for projects ranging from tenant improvements of less than $100,000 to large projects of more than $1 billion.
",10000.0,16000.0
1298,project manager,/job/project-engineer-manager-barghest-building-performance-bd87b94d4d1c3688d4f22fd1cee37da7,Project Engineer / Manager (Engineering),Engineering,"CANTONMENT CENTRE, 150 CANTONMENT ROAD 089762",Permanent,Professional,Posted 21 Jan 2019,Closing on 20 Feb 2019,"We are looking for the right candidates to match our growth aspiration in our company. We value creativity, a hunger to learn new skills and willingness to explore new areas. What we can offer is to be part of a fast growing company with opportunity for personal and professional growth. We offer attractive salary and benefits based on experience and qualifications. As a Project Engineer for optimisation of existing chiller plants you will oversee installation and commission of BBO system. The scope of work includes  Minor piping modifications of piping Installation of VSD and modifications of existing pump and cooling tower starters Installation of PLC, sensors and power meters etc. Testing and commissioning  To deliver the above, potential candidate shall meet the following qualifications and requirements. Qualifications:  Leadership experience in managing contractors, client and teams. Experience in delivering project for industrial MNC clients is added benefit. Prepare piping schematics and P&I Preparing project schedules and budget. Execution of Project within budget and schedule. Independently manage projects. Manage and liaise with subcontractors and client. Prepare progress reports, client updates and attend meetings. Preparation of BOQ and Schematic Drawings Preparing risk assessment and method statements. Responsible for safe work and meeting the EHS regulations ",BARGHEST BUILDING PERFORMANCE PTE. LTD.,"Barghest Building Performance (BBP) is currently focusing on HVAC system efficiency improvements through software based optimization and controls. We are committed to bring innovative technology solutions combined with attractive financing solutions that help our customer reach their energy efficiency goals.  We have seen a strong interest for our service since our establishment in Singapore in 2012. We have secured various energy savings performance contracts from reputed organizations like Tolaram, Philips LumiLEDS, Shangri-La Group and Changi Airport Group etc. We are looking for the right candidates to match our growth aspiration in our company. We value creativity, a hunger to learn new skills and willingness to explore new areas. What we can offer is to be part of a fast growing company with opportunity for personal and professional growth. We offer attractive salary and benfits based on experience and qualifiactions. Interested candidates are invited to email with your resume stating current and expected salary to marine.chan@bbp.sg ",3500.0,8000.0
1299,project manager,/job/project-quality-manager-oversea-chinese-banking-corporation-306ed5c21bba65b87232964c3681b7d7,Project & Quality Manager (BBCSC – Project & Quality Management)  (Contract 12-month),Banking and Finance,63 CHULIA STREET 049514,"Permanent, Full Time",Junior Executive,Posted 21 Jan 2019,Closing on 20 Feb 2019,"  Rank: MGR6 (Contract 12-month)   As Singapore’s longest established local bank, we are constantly on the lookout for exceptional individuals to join our  team.    As a Singapore Quality Class (SQC), Singapore Service Class (S-Class) and People Developer (PD) certified department  by SPRING Singapore, you can be assured that Business Banking Commercial Service Centre (BBCSC) is committed to  invest and develop our people.   If you are a go-getter with high level of drive, do come and join us today   - As a Project & Quality Manager, identify process improvement, cost optimisation and customer experience improvement  opportunities   - Prepare data collection and validate the measurement system   -  Collaborate with stakeholders to gather and complete end-user requirements for streamlined processes   -  Perform user acceptance testing and follow through execution plans to support project and achieve measurable  improvement   *LI- EN  ",OVERSEA-CHINESE BANKING CORPORATION LIMITED,"
	The OCBC Bank group of businesses comprises a family of companies owned by Singapore’s longest-established local bank.  

	OCBC Bank is the longest established Singapore bank, formed in 1932 from the merger of three local banks, the oldest of which was founded in 1912. Since the time of our founders, we have always understood the financial needs of our customers and developed financial solutions that meet their needs.

	To address increasingly diverse needs across different communities and geographies, OCBC Bank has expanded and acquired businesses beyond the realm of commercial banking. OCBC Bank has been ranked by Bloomberg Markets magazine as the World's Strongest Bank for two years, 2011 and 2012.
",5000.0,7000.0
1300,project manager,/job/project-manager-versant-systems-c52c60ffac43a8b59cc5236095719e26,IT Project Manager (Infra & ERP Applications),Information Technology,"HIGH STREET CENTRE, 1 NORTH BRIDGE ROAD 179094","Permanent, Full Time","Manager, Executive",Posted 21 Jan 2019,Closing on 20 Feb 2019, IT Project Manager with experience in IT Infrastructure and Applications Experience in Network and Security working knowledge in ERP Applications ,VERSANT SYSTEMS PTE. LTD.,"VERSANT SYSTEMS  is founded by well experienced Business Consulting, Talent Management & Training experts. With over 18+ years of experience in Information Technology & Business Consulting across APAC & NA regions, VERSANT SYSTEMS is now servicing customers across South East Asia with its head-quarters in Singapore.  With the rich experience & right talent pool, VERSANT SYSTEMS is geared up to address the GAP in IT talent DEMAND-SUPPLY through an Innovative, Best-In-Class recruiting engine, backed by a dedicated Client-Centric service focus. ",7500.0,9500.0
1301,project manager,/job/project-control-manager-ugl-6da7a9262320cefa2505c8a5dcb7f5be,Project Control Manager,"Building and Construction, Engineering","VIVA BUSINESS PARK, 750 CHAI CHEE ROAD 469000","Contract, Full Time",Manager,Posted 21 Jan 2019,Closing on 20 Feb 2019,"Diverse opportunities to grow, back yourself and achieve Every day, we're all part of something bigger. That sense of being stretched to be better is right at home here. We take on exciting work across a breadth of industries and a depth of services as we connect clients with experts in a wide range of fields.",UGL (SINGAPORE) PTE. LTD.,"UGL Pty Limited is a leading provider of end-to-end engineering, construction and maintenance services. We are active across rail and transport, communications and technology systems, oil and gas, power, renewables and resources, water and defence markets. UGL partners with some of the world’s largest blue-chip companies and government agencies, private enterprises and public institutions. We are a member of the CIMIC Group of companies.
 
",9000.0,15000.0
1302,project manager,/job/program-manager-cisco-international-singapore-branch-c726ba5bbe1c3fc84bd2ed48607d9983,Program Manager,General Management,"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Full Time,Professional,Posted 21 Jan 2019,Closing on 20 Feb 2019,"Program Manager - The massive and innovative project   The time is now; to lead, inspire and innovate. Today at Cisco we are building teams that are expanding our technological capabilities in exciting new ways across mobile, cloud, security, IT, collaboration and big data spaces, including software and consulting services. Through the Internet of Everything we transform our customers' businesses worldwide. We are pioneers and have been since the early days of connectivity. We work with customers across all sectors so your revolutionary ideas will impact everything from retail, healthcare, and entertainment, to public and private sectors, and beyond. There are over 3 billion people and 10 billion connected things in the world now, and over 50 billion estimated in the future, your career has exponential possibilities at Cisco. Join us to collaborate with like-minded innovators in a fun and flexible culture that has earned Cisco global recognition as a Great Place to Work.   What You'll Do: The Project Manager is responsible for delivering a complex multi-technology, multi-vendor and/or multi-component project with a high business significance and profile.  The role will focus on the successful delivery of the project to accomplish stated business outcomes, on time and profitable, quality delivery of the agreed contractual commitments, while maintaining excellent customer satisfaction.   Responsibilities •             Lead and manage the end-to-end project encompassing the requirements, plan, design, test, control, integration and transition/closure of Large Scale, Multi-Vendor, Multi-Technology, and Enterprise Level Solution(s). •             Provide the vision, strategy and business objective alignment while leading by example. •             Ensure the various projects in his/her project are aligned and integrated & ensure that any necessary changes to the individual projects are agreed and communicated to the various stakeholders. •             Perform overall project-level planning, manage budgets, define project/program and PMO structure, develop an overarching roadmap, associated integrated schedule, define stakeholders along with Governance, a communications plan, meetings and reporting cadence; manage issues/risks/change and escalations to closure •             Establish PMI consistent standards, ensure compliance; support adherence to Cisco delivery framework, standards and methodologies, and provide feedback to drive continuous process improvement to the project and the organization as appropriate •             Identify staffing requirements and manages Program and Project Managers; manage vendors and/or procurement to achieve Cost, Schedule, Quality goals •             Accurately forecast, track, and report on overall project costs, revenue, and profitability •             Drives the Project to meet or exceed defined performance metrics; oversee projects and project managers; mentor and develop team members; proactively manage efforts to achieve successful outcomes •             Ensures proper Scope and Change Management processes are adhered to, manages change management handling between customer, partner & account teams •             Add value to both customer and Cisco •             Lead and support organizational changes and improvements •             Establish and maintain relationships with stakeholders (Customer, Sales, Services, Business Units, Executives, etc.) •             Ensure the capture of lessons learned and best practices to share and leverage within the PM community •             Communicates effectively with Executives and stakeholders(s) to identify needs and evaluate alternative business solutions and strategies •             Identify further growth opportunities within customer environment and engages with sales partners for pursuit; as opportunities warrant, develop and present proposals, support scoping, cost modeling, margin analysis, and negotiation of final agreements; Contributes to the evaluation and redesign of Services Project Offerings •             Elicits stakeholder feedback to appropriately gauge satisfaction and direction   Who You'll Work with: The Project Manager will need to work with senior stakeholders across various units within Cisco from the Services teams, Sales / Account teams, Engineering and development teams and Product specialists. On top of that, you will need to interface with various levels of stakeholders within the Client side to ensure that the Project progress is explained, understood and any actions are executed, maintaining client satisfaction.",CISCO INTERNATIONAL LIMITED SINGAPORE BRANCH,No information added.,14416.666666666666,20916.666666666668
1303,project manager,/job/project-senior-project-engineer-amec-foster-wheeler-asia-pacific-100164bc959dd999940ccd965a824d3e,Project  /  Senior Project Engineer,Engineering,"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Temporary,Executive,Posted 21 Jan 2019,Closing on 20 Feb 2019,"Wood has an opportunity for a Project Engineer. There is an increased thrust to deliver our services for the growing Asian market. As a result of this, Project Engineering Department operation is expanding and evolving to manage the challenges of regional projects that continue to pose challenges in offering our services through a global talent pool.  Coordinate & manage Model Reviews, issuance and closure of Clash reports, Site Surveys as appropriate Be familiar with the engineering budget for the project Buy into and agree the Project schedule for effectively managing the progress against schedule, and suggest / agree remedial action where necessary with the Lead Discipline Engineers Know and understand schedule milestones. Be aware of any bonuses and penalties on milestones. Understand what engineering have to contribute to successfully achieve milestones. Manage the Lead Discipline Engineers to achieve the milestones Understand constructability issues and ensure these are reflected in the design Require engineering work to be executed in accordance with applicable procedures, specifications and standards, including FW health, safety, environmental and quality procedures Ensure that the change flags are raised by the respective disciplines to the PEM / PM Prepare the miscellaneous documents (e.g. construction contract requisitions,) in accordance with guidelines provided by the PEM / Manager – Project Engineering Follow up with Lead Engineers for adequate and appropriate population of the DMS for accurate progress updating as required Appraise the Project Engineering Manager / Project Manager of any aspects of the project that prevent compliance with this job description and seek their help in resolving these issues ",AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,"Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 55,000 people, with revenues of around $10 billion.  We provide performance driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear and general industrial sectors. We strive to be the best technical services company to work with, work for and invest in. www.woodplc.com
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified individuals will receive consideration for employment on the basis of objective work related criteria and without regard to the following: race, colour, age, religion, gender, national origin, disability, and/or protected veteran status, or other characteristics in accordance with the applicable governing laws.
",4000.0,7000.0
1304,project manager,/job/quality-assurance-coordinator-nes-global-bc81d4185d3fec3e2c4af0b86e211b42,Quality Assurance Coordinator,Engineering,"AXA TOWER, 8 SHENTON WAY 068811",Contract,Senior Executive,Posted 21 Jan 2019,Closing on 20 Feb 2019," Responsible to implement Project Quality Plan in assigned scope of work Provide training for key staff Ensure execution of Surveillance Programs through development of Surveillance Plans and through ongoing monitoring and auditing Report quality issues, status, metrics and company's learned to Project Management Manage efforts to resolve quality issues and make improvements to quality activities May take on the role of Procurement Quality Coordinator (PQC) or Site Quality Coordinator (SQC) until they are assigned Promote Quality awareness throughout the project Ensure establishment and proper implementation of adequate control processes within the subproject Project Team (PT), as stipulated in the Project Plan and the Project Quality Plan Provide oversight of Contractor’s implementation of their Quality program and compliance with project requirements: Approve Contractor’s Quality organization and monitor performance of key Quality Assurance (QA) staff Review Contractor’s standard contract and purchase order quality requirements language Review and approve Contractor’s Quality Plan and Inspection and Test Plans (ITPs) Perform scheduled periodic assessments of the Contractor's activities in order to evaluate and monitor implementation of Contractor’s Quality Management systems Participate in qualification of proposed Subcontractors or Suppliers Ensure Contractor’s surveillance activities are commensurate with Criticality Ratings Review Contractor’s quality audit schedule, monitor Contractor’s audit program, and participate in selected audits Review Quality Plan of Suppliers of critical equipment / material in conjunction with Procurement Quality Coordinator (PQC) Ensure Contractor is performing quality reporting per the contract Monitor and audit implementation of PT Procurement and Construction Surveillance Programs Provide Quality training as required Develop and coordinate subproject Audit Schedule, conduct site audits within sub-projects and assist Quality Manager in conduct of project audits, as needed Review metrics from engineering, procurement, and construction sites to identify and assist in resolution of issues • Assist function in selection of SQC positions and assist Sites in selection of inspectors Steward the Procurement and Construction Surveillance Programs until the respective coordinator (i.e., PQC, SQC) is assigned Review and assist in development of Quality portion of site close-out reports as necessary Advise and inform Project Manager and Quality Manager on quality issues, status and metrics Ensure best practices and company's lessons learned are implemented and that new company's learned are identified and distributed as required  ",NES GLOBAL PTE. LTD.,"NES GLOBAL PTE. LTD.
EA License Number: 08C4291
",7000.0,10000.0
1305,project manager,/job/senior-principal-project-engineer-amec-foster-wheeler-asia-pacific-e19d670d1ff9f0b017e85e9eb2fe4427,Senior  /  Principal Project Engineer,Engineering,"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Temporary,Executive,Posted 21 Jan 2019,Closing on 20 Feb 2019,"Wood has an opportunity for a Project Engineer. There is an increased thrust to deliver our services for the growing Asian market. As a result of this, Project Engineering Department operation is expanding and evolving to manage the challenges of regional projects that continue to pose challenges in offering our services through a global talent pool.  Coordinate & manage Model Reviews, issuance and closure of Clash reports, Site Surveys as appropriate Be familiar with the engineering budget for the project Buy into and agree the Project schedule for effectively managing the progress against schedule, and suggest / agree remedial action where necessary with the Lead Discipline Engineers Know and understand schedule milestones. Be aware of any bonuses and penalties on milestones. Understand what engineering have to contribute to successfully achieve milestones. Manage the Lead Discipline Engineers to achieve the milestones Understand constructability issues and ensure these are reflected in the design Require engineering work to be executed in accordance with applicable procedures, specifications and standards, including FW health, safety, environmental and quality procedures Ensure that the change flags are raised by the respective disciplines to the PEM / PM Prepare the miscellaneous documents (e.g. construction contract requisitions,) in accordance with guidelines provided by the PEM / Manager – Project Engineering Follow up with Lead Engineers for adequate and appropriate population of the DMS for accurate progress updating as required Appraise the Project Engineering Manager / Project Manager of any aspects of the project that prevent compliance with this job description and seek their help in resolving these issues ",AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,"Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 55,000 people, with revenues of around $10 billion.  We provide performance driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear and general industrial sectors. We strive to be the best technical services company to work with, work for and invest in. www.woodplc.com
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified individuals will receive consideration for employment on the basis of objective work related criteria and without regard to the following: race, colour, age, religion, gender, national origin, disability, and/or protected veteran status, or other characteristics in accordance with the applicable governing laws.
",7000.0,10000.0
